;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
227,-0.02973,-0.0668149
228,-0.02972,-0.0668149
229,-0.02971,-0.0668149
230,-0.0297,-0.0668149
231,-0.02969,-0.0668149
232,-0.02968,-0.0668149
233,-0.02967,-0.0668149
234,-0.02966,-0.0668149
235,-0.02965,-0.0668149
236,-0.02964,-0.0668149
237,-0.02963,-0.0668149
238,-0.02962,-0.0668149
239,-0.02961,-0.0668149
240,-0.0296,-0.0668149
241,-0.02959,-0.0668149
242,-0.02958,-0.0668149
243,-0.02957,-0.0668149
244,-0.02956,-0.0668149
245,-0.02955,-0.0668149
246,-0.02954,-0.0668149
247,-0.02953,-0.0668149
248,-0.02952,-0.0668149
249,-0.02951,-0.0668149
250,-0.0295,-0.0668149
251,-0.02949,-0.0668149
252,-0.02948,-0.0668149
253,-0.02947,-0.0668149
254,-0.02946,-0.0668149
255,-0.02945,-0.0668149
256,-0.02944,-0.0668149
257,-0.02943,-0.0668149
258,-0.02942,-0.0668149
259,-0.02941,-0.0668149
260,-0.0294,-0.0668149
261,-0.02939,-0.0668149
262,-0.02938,-0.0668149
263,-0.02937,-0.0668149
264,-0.02936,-0.0668149
265,-0.02935,-0.0668149
266,-0.02934,-0.0668149
267,-0.02933,-0.0668149
268,-0.02932,-0.0668149
269,-0.02931,-0.0668149
270,-0.0293,-0.0668149
271,-0.02929,-0.0668149
272,-0.02928,-0.0668149
273,-0.02927,-0.0668149
274,-0.02926,-0.0668149
275,-0.02925,-0.0668149
276,-0.02924,-0.0668149
277,-0.02923,-0.0668149
278,-0.02922,-0.0668149
279,-0.02921,-0.0668149
280,-0.0292,-0.0668149
281,-0.02919,-0.0668149
282,-0.02918,-0.0668149
283,-0.02917,-0.0668149
284,-0.02916,-0.0668149
285,-0.02915,-0.0668149
286,-0.02914,-0.0668149
287,-0.02913,-0.0668149
288,-0.02912,-0.0668149
289,-0.02911,-0.0668149
290,-0.0291,-0.0668149
291,-0.02909,-0.0668149
292,-0.02908,-0.0668149
293,-0.02907,-0.0668149
294,-0.02906,-0.0668149
295,-0.02905,-0.0668149
296,-0.02904,-0.0668149
297,-0.02903,-0.0668149
298,-0.02902,-0.0668149
299,-0.02901,-0.0668149
300,-0.029,-0.0668149
301,-0.02899,-0.0668149
302,-0.02898,-0.0668149
303,-0.02897,-0.0668149
304,-0.02896,-0.0668149
305,-0.02895,-0.0668149
306,-0.02894,-0.0668149
307,-0.02893,-0.0668149
308,-0.02892,-0.0668149
309,-0.02891,-0.0668149
310,-0.0289,-0.0668149
311,-0.02889,-0.0668149
312,-0.02888,-0.0668149
313,-0.02887,-0.0668149
314,-0.02886,-0.0668149
315,-0.02885,-0.0668149
316,-0.02884,-0.0668149
317,-0.02883,-0.0668149
318,-0.02882,-0.0668149
319,-0.02881,-0.0668149
320,-0.0288,-0.0668149
321,-0.02879,-0.0668149
322,-0.02878,-0.0668149
323,-0.02877,-0.0668149
324,-0.02876,-0.0668149
325,-0.02875,-0.0668149
326,-0.02874,-0.0668149
327,-0.02873,-0.0668149
328,-0.02872,-0.0668149
329,-0.02871,-0.0668149
330,-0.0287,-0.0668149
331,-0.02869,-0.0668149
332,-0.02868,-0.0668149
333,-0.02867,-0.0668149
334,-0.02866,-0.0668149
335,-0.02865,-0.0668149
336,-0.02864,-0.0668149
337,-0.02863,-0.0668149
338,-0.02862,-0.0668149
339,-0.02861,-0.0668149
340,-0.0286,-0.0668149
341,-0.02859,-0.0668149
342,-0.02858,-0.0668149
343,-0.02857,-0.0668149
344,-0.02856,-0.0668149
345,-0.02855,-0.0668149
346,-0.02854,-0.0668149
347,-0.02853,-0.0668149
348,-0.02852,-0.0668149
349,-0.02851,-0.0668149
350,-0.0285,-0.0668149
351,-0.02849,-0.0668149
352,-0.02848,-0.0668149
353,-0.02847,-0.0668149
354,-0.02846,-0.0668149
355,-0.02845,-0.0668149
356,-0.02844,-0.0668149
357,-0.02843,-0.0668149
358,-0.02842,-0.0668149
359,-0.02841,-0.0668149
360,-0.0284,-0.0668149
361,-0.02839,-0.0668149
362,-0.02838,-0.0668149
363,-0.02837,-0.0668149
364,-0.02836,-0.0668149
365,-0.02835,-0.0668149
366,-0.02834,-0.0668149
367,-0.02833,-0.0668149
368,-0.02832,-0.0668149
369,-0.02831,-0.0668149
370,-0.0283,-0.0668149
371,-0.02829,-0.0668149
372,-0.02828,-0.0668149
373,-0.02827,-0.0668149
374,-0.02826,-0.0668149
375,-0.02825,-0.0668149
376,-0.02824,-0.0668149
377,-0.02823,-0.0668149
378,-0.02822,-0.0668149
379,-0.02821,-0.0668149
380,-0.0282,-0.0668149
381,-0.02819,-0.0668149
382,-0.02818,-0.0668149
383,-0.02817,-0.0668149
384,-0.02816,-0.0668149
385,-0.02815,-0.0668149
386,-0.02814,-0.0668149
387,-0.02813,-0.0668149
388,-0.02812,-0.0668149
389,-0.02811,-0.0668149
390,-0.0281,-0.0668149
391,-0.02809,-0.0668149
392,-0.02808,-0.0668149
393,-0.02807,-0.0668149
394,-0.02806,-0.0668149
395,-0.02805,-0.0668149
396,-0.02804,-0.0668149
397,-0.02803,-0.0668149
398,-0.02802,-0.0668149
399,-0.02801,-0.0668149
400,-0.028,-0.0668149
401,-0.02799,-0.0668149
402,-0.02798,-0.0668149
403,-0.02797,-0.0668149
404,-0.02796,-0.0668149
405,-0.02795,-0.0668149
406,-0.02794,-0.0668149
407,-0.02793,-0.0668149
408,-0.02792,-0.0668149
409,-0.02791,-0.0668149
410,-0.0279,-0.0668149
411,-0.02789,-0.0668149
412,-0.02788,-0.0668149
413,-0.02787,-0.0668149
414,-0.02786,-0.0668149
415,-0.02785,-0.0668149
416,-0.02784,-0.0668149
417,-0.02783,-0.0668149
418,-0.02782,-0.0668149
419,-0.02781,-0.0668149
420,-0.0278,-0.0668149
421,-0.02779,-0.0668149
422,-0.02778,-0.0668149
423,-0.02777,-0.0668149
424,-0.02776,-0.0668149
425,-0.02775,-0.0668149
426,-0.02774,-0.0668149
427,-0.02773,-0.0668149
428,-0.02772,-0.0668149
429,-0.02771,-0.0668149
430,-0.0277,-0.0668149
431,-0.02769,-0.0668149
432,-0.02768,-0.0668149
433,-0.02767,-0.0668149
434,-0.02766,-0.0668149
435,-0.02765,-0.0668149
436,-0.02764,-0.0668149
437,-0.02763,-0.0668149
438,-0.02762,-0.0668149
439,-0.02761,-0.0668149
440,-0.0276,-0.0668149
441,-0.02759,-0.0668149
442,-0.02758,-0.0668149
443,-0.02757,-0.0668149
444,-0.02756,-0.0668149
445,-0.02755,-0.0668149
446,-0.02754,-0.0668149
447,-0.02753,-0.0668149
448,-0.02752,-0.0668149
449,-0.02751,-0.0668149
450,-0.0275,-0.0668149
451,-0.02749,-0.0668149
452,-0.02748,-0.0668149
453,-0.02747,-0.0668149
454,-0.02746,-0.0668149
455,-0.02745,-0.0668149
456,-0.02744,-0.0334074
457,-0.02743,-0.0501112
458,-0.02742,-0.0334074
459,-0.02741,-0.0668149
460,-0.0274,-0.0668149
461,-0.02739,-0.0668149
462,-0.02738,-0.0668149
463,-0.02737,-0.0668149
464,-0.02736,-0.0668149
465,-0.02735,-0.0668149
466,-0.02734,-0.0668149
467,-0.02733,-0.0668149
468,-0.02732,-0.0668149
469,-0.02731,-0.0668149
470,-0.0273,-0.0668149
471,-0.02729,-0.0668149
472,-0.02728,-0.0668149
473,-0.02727,-0.0668149
474,-0.02726,-0.0668149
475,-0.02725,-0.0668149
476,-0.02724,-0.0668149
477,-0.02723,-0.0668149
478,-0.02722,-0.0668149
479,-0.02721,-0.0668149
480,-0.0272,-0.0668149
481,-0.02719,-0.0668149
482,-0.02718,-0.0668149
483,-0.02717,-0.0668149
484,-0.02716,-0.0668149
485,-0.02715,-0.0668149
486,-0.02714,-0.0668149
487,-0.02713,-0.0668149
488,-0.02712,-0.0668149
489,-0.02711,-0.0668149
490,-0.0271,-0.0668149
491,-0.02709,-0.0668149
492,-0.02708,-0.0668149
493,-0.02707,-0.0668149
494,-0.02706,-0.0668149
495,-0.02705,-0.0668149
496,-0.02704,-0.0668149
497,-0.02703,-0.0668149
498,-0.02702,-0.0668149
499,-0.02701,-0.0668149
500,-0.027,-0.0668149
501,-0.02699,-0.0501112
502,-0.02698,-0.0501112
503,-0.02697,-0.0501112
504,-0.02696,-0.0501112
505,-0.02695,0
506,-0.02694,0
