;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
718,-0.02482,0.334074
719,-0.02481,0.334074
720,-0.0248,0.334074
721,-0.02479,0.334074
722,-0.02478,0.334074
723,-0.02477,0.334074
724,-0.02476,0.334074
725,-0.02475,0.334074
726,-0.02474,0.334074
727,-0.02473,0.334074
728,-0.02472,0.334074
729,-0.02471,0.334074
730,-0.0247,0.334074
731,-0.02469,0.334074
732,-0.02468,0.334074
733,-0.02467,0.334074
734,-0.02466,0.334074
735,-0.02465,0.334074
736,-0.02464,0.334074
737,-0.02463,0.334074
738,-0.02462,0.334074
739,-0.02461,0.334074
740,-0.0246,0.334074
741,-0.02459,0.334074
742,-0.02458,0.334074
743,-0.02457,0.334074
744,-0.02456,0.334074
745,-0.02455,0.334074
746,-0.02454,0.334074
747,-0.02453,0.334074
748,-0.02452,0.334074
749,-0.02451,0.334074
750,-0.0245,0.334074
751,-0.02449,0.334074
752,-0.02448,0.334074
753,-0.02447,0.334074
754,-0.02446,0.334074
755,-0.02445,0.334074
756,-0.02444,0.334074
757,-0.02443,0.334074
758,-0.02442,0.334074
759,-0.02441,0.334074
760,-0.0244,0.334074
761,-0.02439,0.334074
762,-0.02438,0.334074
763,-0.02437,0.334074
764,-0.02436,0.334074
765,-0.02435,0.334074
766,-0.02434,0.334074
767,-0.02433,0.334074
768,-0.02432,0.334074
769,-0.02431,0.334074
770,-0.0243,0.334074
771,-0.02429,0.334074
772,-0.02428,0.334074
773,-0.02427,0.334074
774,-0.02426,0.334074
775,-0.02425,0.334074
776,-0.02424,0.334074
777,-0.02423,0.334074
778,-0.02422,0.334074
779,-0.02421,0.334074
780,-0.0242,0.334074
781,-0.02419,0.334074
782,-0.02418,0.334074
783,-0.02417,0.334074
784,-0.02416,0.334074
785,-0.02415,0.334074
786,-0.02414,0.334074
787,-0.02413,0.334074
788,-0.02412,0.334074
789,-0.02411,0.334074
790,-0.0241,0.334074
791,-0.02409,0.334074
792,-0.02408,0.334074
793,-0.02407,0.334074
794,-0.02406,0.334074
795,-0.02405,0.334074
796,-0.02404,0.334074
797,-0.02403,0.334074
798,-0.02402,0.334074
799,-0.02401,0.334074
800,-0.024,0.334074
801,-0.02399,0.334074
802,-0.02398,0.334074
803,-0.02397,0.334074
804,-0.02396,0.334074
805,-0.02395,0.334074
806,-0.02394,0.334074
807,-0.02393,0.334074
808,-0.02392,0.334074
809,-0.02391,0.334074
810,-0.0239,0.334074
811,-0.02389,0.334074
812,-0.02388,0.334074
813,-0.02387,0.334074
814,-0.02386,0.334074
815,-0.02385,0.334074
816,-0.02384,0.334074
817,-0.02383,0.334074
818,-0.02382,0.334074
819,-0.02381,0.334074
820,-0.0238,0.334074
821,-0.02379,0.334074
822,-0.02378,0.334074
823,-0.02377,0.334074
824,-0.02376,0.334074
825,-0.02375,0.334074
826,-0.02374,0.334074
827,-0.02373,0.334074
828,-0.02372,0.334074
829,-0.02371,0.334074
830,-0.0237,0.334074
831,-0.02369,0.334074
832,-0.02368,0.334074
833,-0.02367,0.334074
834,-0.02366,0.334074
835,-0.02365,0.334074
836,-0.02364,0.334074
837,-0.02363,0.334074
838,-0.02362,0.334074
839,-0.02361,0.334074
840,-0.0236,0.334074
841,-0.02359,0.334074
842,-0.02358,0.334074
843,-0.02357,0.334074
844,-0.02356,0.334074
845,-0.02355,0.334074
846,-0.02354,0.334074
847,-0.02353,0.334074
848,-0.02352,0.334074
849,-0.02351,0.334074
850,-0.0235,0.334074
851,-0.02349,0.334074
852,-0.02348,0.334074
853,-0.02347,0.334074
854,-0.02346,0.334074
855,-0.02345,0.334074
856,-0.02344,0.334074
857,-0.02343,0.334074
858,-0.02342,0.334074
859,-0.02341,0.334074
860,-0.0234,0.334074
861,-0.02339,0.334074
862,-0.02338,0.334074
863,-0.02337,0.334074
864,-0.02336,0.334074
865,-0.02335,0.334074
866,-0.02334,0.334074
867,-0.02333,0.334074
868,-0.02332,0.334074
869,-0.02331,0.334074
870,-0.0233,0.334074
871,-0.02329,0.334074
872,-0.02328,0.334074
873,-0.02327,0.334074
874,-0.02326,0.334074
875,-0.02325,0.334074
876,-0.02324,0.334074
877,-0.02323,0.334074
878,-0.02322,0.334074
879,-0.02321,0.334074
880,-0.0232,0.334074
881,-0.02319,0.334074
882,-0.02318,0.334074
883,-0.02317,0.334074
884,-0.02316,0.334074
885,-0.02315,0.334074
886,-0.02314,0.334074
887,-0.02313,0.334074
888,-0.02312,0.334074
889,-0.02311,0.334074
890,-0.0231,0.334074
891,-0.02309,0.334074
892,-0.02308,0.334074
893,-0.02307,0.334074
894,-0.02306,0.334074
895,-0.02305,0.334074
896,-0.02304,0.334074
897,-0.02303,0.334074
898,-0.02302,0.334074
899,-0.02301,0.334074
900,-0.023,0.334074
901,-0.02299,0.334074
902,-0.02298,0.334074
903,-0.02297,0.334074
904,-0.02296,0.334074
905,-0.02295,0.334074
906,-0.02294,0.334074
907,-0.02293,0.334074
908,-0.02292,0.334074
909,-0.02291,0.334074
910,-0.0229,0.334074
911,-0.02289,0.334074
912,-0.02288,0.334074
913,-0.02287,0.334074
914,-0.02286,0.334074
915,-0.02285,0.334074
916,-0.02284,0.334074
917,-0.02283,0.334074
918,-0.02282,0.334074
919,-0.02281,0.334074
920,-0.0228,0.334074
921,-0.02279,0.334074
922,-0.02278,0.334074
923,-0.02277,0.334074
924,-0.02276,0.334074
925,-0.02275,0.334074
926,-0.02274,0.334074
927,-0.02273,0.334074
928,-0.02272,0.334074
929,-0.02271,0.334074
930,-0.0227,0.334074
931,-0.02269,0.334074
932,-0.02268,0.334074
933,-0.02267,0.334074
934,-0.02266,0.334074
935,-0.02265,0.334074
936,-0.02264,0.334074
937,-0.02263,0.334074
938,-0.02262,0.334074
939,-0.02261,0.334074
940,-0.0226,0.334074
941,-0.02259,0.334074
942,-0.02258,0.334074
943,-0.02257,0.0668149
944,-0.02256,4.54341
945,-0.02255,0.71826
946,-0.02254,0.434297
947,-0.02253,0.317371
948,-0.02252,0.100222
949,-0.02251,3.82515
950,-0.0225,0.400889
951,-0.02249,0.434297
952,-0.02248,0.300667
953,-0.02247,0.300667
954,-0.02246,0.317371
955,-0.02245,0.467704
956,-0.02244,0.501112
957,-0.02243,6.18038
958,-0.02242,-0.150333
959,-0.02241,0.317371
960,-0.0224,0.300667
961,-0.02239,0.300667
962,-0.02238,0.300667
963,-0.02237,0.317371
964,-0.02236,0.317371
965,-0.02235,0.317371
966,-0.02234,0.317371
967,-0.02233,0.317371
968,-0.02232,0.334074
969,-0.02231,0.334074
970,-0.0223,0.334074
971,-0.02229,0.334074
972,-0.02228,0.334074
973,-0.02227,0.334074
974,-0.02226,0.334074
975,-0.02225,0.334074
976,-0.02224,0.334074
977,-0.02223,0.334074
978,-0.02222,0.334074
979,-0.02221,0.334074
980,-0.0222,0.334074
981,-0.02219,0.334074
982,-0.02218,0.334074
983,-0.02217,0.334074
984,-0.02216,0.334074
985,-0.02215,0.334074
986,-0.02214,0.334074
987,-0.02213,0.334074
988,-0.02212,0.334074
989,-0.02211,0.334074
990,-0.0221,0.334074
991,-0.02209,0.334074
992,-0.02208,0.334074
993,-0.02207,0.334074
994,-0.02206,0.334074
995,-0.02205,0.334074
996,-0.02204,0.334074
997,-0.02203,0.334074
998,-0.02202,0.334074
999,-0.02201,0.334074
1000,-0.022,0.334074
1001,-0.02199,0.334074
1002,-0.02198,0.334074
1003,-0.02197,0.334074
1004,-0.02196,0.334074
1005,-0.02195,0.334074
1006,-0.02194,0.334074
1007,-0.02193,0.334074
1008,-0.02192,0.334074
1009,-0.02191,0.334074
1010,-0.0219,0.334074
1011,-0.02189,0.334074
1012,-0.02188,0.334074
1013,-0.02187,0.334074
